中文名,标准缩写,去掉空格的缩写,全名,全名，把逗号换成了空格,专长类群,工作单位,姓,名
【空】,Leeke,Leeke,"Leeke, Georg Gustav Paul",Leeke Georg Gustav Paul,S,,Leeke,Georg Gustav Paul
【空】,Leenh.,Leenh.,"Leenhouts, Pieter Willem",Leenhouts Pieter Willem,S,,Leenhouts,Pieter Willem
【空】,Lehm.,Lehm.,"Lehmann, Johann Georg Christian",Lehmann Johann Georg Christian,ABPS,,Lehmann,Johann Georg Christian
【空】,Leichtlin,Leichtlin,"Leichtlin, Maximilian",Leichtlin Maximilian,S,,Leichtlin,Maximilian
【空】,Lej.,Lej.,"Lejeune, Alexandre Louis (Alexander Ludwig) Simon",Lejeune Alexandre Louis (Alexander Ludwig) Simon,PS,,Lejeune,Alexandre Louis (Alexander Ludwig) Simon
【空】,Lellinger,Lellinger,"Lellinger, David Bruce",Lellinger David Bruce,PS,,Lellinger,David Bruce
【空】,Lemaire,Lemaire,"Lemaire, (Antoine) Charles",Lemaire (Antoine) Charles,PS,,Lemaire,(Antoine) Charles
【空】,Lemée,Lemée,"Lemée, Albert Marie Victor",Lemée Albert Marie Victor,S,,Lemée,Albert Marie Victor
【空】,Lemoine,Lemoine,"Lemoine, (Pierre Louis) Victor",Lemoine (Pierre Louis) Victor,S,,Lemoine,(Pierre Louis) Victor
【空】,Lepech.,Lepech.,"Lepechin, Ivan Ivanovich",Lepechin Ivan Ivanovich,AS,,Lepechin,Ivan Ivanovich
【空】,Less.,Less.,"Lessing, Christian Friedrich",Lessing Christian Friedrich,AMS,,Lessing,Christian Friedrich
【空】,Lesch.,Lesch.,"Leschenault de la Tour, Jean Baptiste Louis (Claude) Théodore",Leschenault de la Tour Jean Baptiste Louis (Claude) Théodore,S,,Leschenault de la Tour,Jean Baptiste Louis (Claude) Théodore
【空】,Lescot,Lescot,"Lescot, Michèle",Lescot Michèle,S,,Lescot,Michèle
【空】,Leute,Leute,"Leute, Gerfried Horand",Leute Gerfried Horand,S,,Leute,Gerfried Horand
【空】,Levin,Levin,"Levin, Ernst Ivar",Levin Ernst Ivar,S,,Levin,Ernst Ivar
【空】,Lex.,Lex.,"Lexarza, Juan José Martinez de",Lexarza Juan José Martinez de,S,,Lexarza,Juan José Martinez de
【空】,Leyss.,Leyss.,"Leyser, Friedrich Wilhelm von",Leyser Friedrich Wilhelm von,ABMS,,Leyser,Friedrich Wilhelm von
【空】,Tuisl,Tuisl,"Tuisl, Gerhard",Tuisl Gerhard,S,,Tuisl,Gerhard
【空】,Tul.,Tul.,"Tulasne, Louis René ('Edmond')",Tulasne Louis René ('Edmond'),MS,,Tulasne,Louis René ('Edmond')
【空】,Turcz.,Turcz.,"Turczaninow, Porphir Kiril Nicolai Stepanowitsch",Turczaninow Porphir Kiril Nicolai Stepanowitsch,PS,,Turczaninow,Porphir Kiril Nicolai Stepanowitsch
【空】,Turkev.,Turkev.,"Turkevicz, S. Ju",Turkevicz S. Ju,S,,Turkevicz,S. Ju
【空】,Turland,Turland,,,,,,
【空】,Turpin,Turpin,"Turpin, Pierre Jean Francois",Turpin Pierre Jean Francois,AMS,,Turpin,Pierre Jean Francois
【空】,Turra,Turra,"Turra, Antonio",Turra Antonio,AS,,Turra,Antonio
【空】,Turrill,Turrill,"Turrill, William Bertram",Turrill William Bertram,S,,Turrill,William Bertram
【空】,Tutcher,Tutcher,"Tutcher, William James",Tutcher William James,PS,,Tutcher,William James
【空】,Tuyama,Tuyama,"Tuyama, Takasi",Tuyama Takasi,PS,,Tuyama,Takasi
【空】,Tzvelev,Tzvelev,"Tzvelev, Nikolai Nikolaievich",Tzvelev Nikolai Nikolaievich,S,,Tzvelev,Nikolai Nikolaievich
【空】,U. Scholz,U.Scholz,"Scholz, U.",Scholz U.,S,,Scholz,U.
【空】,U. Sen,U.Sen,"Sen, Udayananda",Sen Udayananda,PS,,Sen,Udayananda
【空】,Ucria,Ucria,"Ucria, Bernardino da",Ucria Bernardino da,S,,Ucria,Bernardino da
【空】,Ulbr.,Ulbr.,"Ulbrich, Oskar Eberhard",Ulbrich Oskar Eberhard,MPS,,Ulbrich,Oskar Eberhard
【空】,Uline,Uline,"Uline, Edwin Burton",Uline Edwin Burton,S,,Uline,Edwin Burton
【空】,Underw.,Underw.,"Underwood, Lucien Marcus",Underwood Lucien Marcus,BMPS,,Underwood,Lucien Marcus
【空】,Uotila,Uotila,"Uotila, Pertti Jahannes",Uotila Pertti Jahannes,S,,Uotila,Pertti Jahannes
【空】,Urb.,Urb.,"Urban, Ignatz",Urban Ignatz,ABPS,,Urban,Ignatz
【空】,Uyeki,Uyeki,"Uyeki, Homiki",Uyeki Homiki,S,,Uyeki,Homiki
【空】,G. V. Krylov,G.V.Krylov,"Krylov, Georgii Vasilevich",Krylov Georgii Vasilevich,S,,Krylov,Georgii Vasilevich
【空】,V. Engl.,V.Engl.,"Engler, Viktor",Engler Viktor,S,,Engler,Viktor
【空】,V. Naray.,V.Naray.,"Narayanaswami, V.",Narayanaswami V.,S,,Narayanaswami,V.
【空】,V. A. Richt.,V.A.Richt.,"Richter, Vincenz Aladár",Richter Vincenz Aladár,PS,,Richter,Vincenz Aladár
【空】,V. G. Soukup,V.G.Soukup,"Soukup, Victor G.",Soukup Victor G.,S,,Soukup,Victor G.
【空】,V. N. Tikhom.,V.N.Tikhom.,"Tikhomirov, Vadim Nikolaevich",Tikhomirov Vadim Nikolaevich,S,,Tikhomirov,Vadim Nikolaevich
【空】,V. N. Vassil.,V.N.Vassil.,"Vassiljev, Viktor Nikolayevich",Vassiljev Viktor Nikolayevich,PS,,Vassiljev,Viktor Nikolayevich
【空】,V. V. Byalt,V.V.Byalt,,,,,,
【空】,V. V. Nikitin,V.V.Nikitin,"Nikitin, Vasilii Vasilevich (Vasily Vasilyvich)",Nikitin Vasilii Vasilevich (Vasily Vasilyvich),S,,Nikitin,Vasilii Vasilevich (Vasily Vasilyvich)
【空】,Vahl,Vahl,"Vahl, Martin (Henrichsen)",Vahl Martin (Henrichsen),ABMPS,,Vahl,Martin (Henrichsen)
【空】,Kom.,Kom.,"Komarov, Vladimir Leontjevich (Leontevich)",Komarov Vladimir Leontjevich (Leontevich),AMPS,,Komarov,Vladimir Leontjevich (Leontevich)
【空】,K?rn.,K?rn.,"K?rner, Heinz",K?rner Heinz,A,,K?rner,Heinz
【空】,Kobuski,Kobuski,"Kobuski, Clarence Emmeren",Kobuski Clarence Emmeren,S,,Kobuski,Clarence Emmeren
【空】,K. Koch,K.Koch,"Koch, Karl (Carl) Heinrich Emil (Ludwig)",Koch Karl (Carl) Heinrich Emil (Ludwig),PS,,Koch,Karl (Carl) Heinrich Emil (Ludwig)
【空】,Kochs,Kochs,"Kochs, Julius",Kochs Julius,S,,Kochs,Julius
【空】,Kodama,Kodama,"Kodama, Shinsuke",Kodama Shinsuke,PS,,Kodama,Shinsuke
【空】,Koehne,Koehne,"Koehne, Bernhard Adalbert Emil",Koehne Bernhard Adalbert Emil,S,,Koehne,Bernhard Adalbert Emil
【空】,Koeler,Koeler,"Koehler, Johann Christian Gottlieb",Koehler Johann Christian Gottlieb,S,,Koehler,Johann Christian Gottlieb
【空】,Koelle,Koelle,"Koelle, Johann Ludwig Christian",Koelle Johann Ludwig Christian,S,,Koelle,Johann Ludwig Christian
【空】,Koern.,Koern.,,,,,,
【空】,Koidz.,Koidz.,"Koidzumi, Gen'ichi (Geniti, Gen-Iti)",Koidzumi Gen'ichi (Geniti Gen-Iti),APS,,Koidzumi,"Gen'ichi (Geniti, Gen-Iti)"
【空】,Kolesn.,Kolesn.,"Kolesnikov, Boris Pavlovich",Kolesnikov Boris Pavlovich,S,,Kolesnikov,Boris Pavlovich
【空】,Komarov,Komarov,"Komarov, Nikolai Fedrovic",Komarov Nikolai Fedrovic,M,,Komarov,Nikolai Fedrovic
【空】,Komar.,Komar.,"Komarenko, L. E.",Komarenko L. E.,A,,Komarenko,L. E.
【空】,Komatsu,Komatsu,"Komatsu, Shunz?",Komatsu Shunz?,S,,Komatsu,Shunz?
【空】,Koop.,Koop.,"Koopowitz, H.",Koopowitz H.,S,,Koopowitz,H.
【空】,Koord.,Koord.,"Koorders, Sijfert Hendrik",Koorders Sijfert Hendrik,AMS,,Koorders,Sijfert Hendrik
【空】,Koorders-Schumacher,Koorders-Schumacher,,,,,,
【空】,Korn.-Trotzky,Korn.-Trotzky,"Kornuch-Trotzky, Petrus (Peter)",Kornuch-Trotzky Petrus (Peter),S,,Kornuch-Trotzky,Petrus (Peter)
【空】,Korol.,Korol.,"Koroleva-Pavlova, Valentina Alekseevna",Koroleva-Pavlova Valentina Alekseevna,S,,Koroleva-Pavlova,Valentina Alekseevna
【空】,Korovin,Korovin,"Korovin, Evgenii (Yevgeni, Eugeny) Petrovich",Korovin Evgenii (Yevgeni Eugeny) Petrovich,S,,Korovin,"Evgenii (Yevgeni, Eugeny) Petrovich"
【空】,Korsh.,Korsh.,"Korshinsky, Sergei Ivanovitsch",Korshinsky Sergei Ivanovitsch,S,,Korshinsky,Sergei Ivanovitsch
【空】,Korth.,Korth.,"Korthals, Pieter Willem",Korthals Pieter Willem,S,,Korthals,Pieter Willem
【空】,Koso-Pol.,Koso-Pol.,"Koso-Polinansky, Boris Mikhailovic",Koso-Polinansky Boris Mikhailovic,S,,Koso-Polinansky,Boris Mikhailovic
【空】,Kossenko,Kossenko,Kossenko， Ivan Sergeevic,Kossenko Ivan Sergeevic,S,,Kossenko,Ivan Sergeevic
【空】,Kostel.,Kostel.,"Kostelcky, Vincenc Frant?ek",Kostelcky Vincenc Frant?ek,S,,Kostelcky,Vincenc Frant?ek
【空】,Kotschy,Kotschy,"Kotschy, Carl (Karl) Georg Theodor",Kotschy Carl (Karl) Georg Theodor,BS,,Kotschy,Carl (Karl) Georg Theodor
【空】,T. Koyama,T.Koyama,"Koyama, Tetsuo Michael",Koyama Tetsuo Michael,PS,,Koyama,Tetsuo Michael
【空】,A. E. Kozhevn.,A.E.Kozhevn.,"Kozhevnikov, A. E.",Kozhevnikov A. E.,S,,Kozhevnikov,A. E.
【空】,Kossinsky,Kossinsky,"Kossinski, K. K.",Kossinski K. K.,PS,,Kossinski,K. K.
【空】,L'Hér.,L'Hér.,"L'Héritier de Brutelle, Charles Louis",L'Héritier de Brutelle Charles Louis,S,,L'Héritier de Brutelle,Charles Louis
【空】,Libosch.,Libosch.,"Liboschitz, Joseph",Liboschitz Joseph,MS,,Liboschitz,Joseph
【空】,Lidén,Lidén,"Lidén, Magnus",Lidén Magnus,S,,Lidén,Magnus
【空】,Liebm.,Liebm.,"Liebmann, Frederik Michael",Liebmann Frederik Michael,ABPS,,Liebmann,Frederik Michael
【空】,Liede,Liede,"Liede, Siegrid",Liede Siegrid,S,,Liede,Siegrid
【空】,Lightf.,Lightf.,"Lightfoot, John",Lightfoot John,ABMS,,Lightfoot,John
【空】,Likhonos,Likhonos,"Likhonos, F. D.",Likhonos F. D.,S,,Likhonos,F. D.
【空】,Lilja,Lilja,"Lilja, Nils",Lilja Nils,S,,Lilja,Nils
【空】,H. Limpr.,H.Limpr.,"Limpricht, Hans Wolfgang",Limpricht Hans Wolfgang,S,,Limpricht,Hans Wolfgang
【空】,Lindl.,Lindl.,"Lindley, John",Lindley John,ABFMPS,,Lindley,John
【空】,Lindau,Lindau,"Lindau, Gustav",Lindau Gustav,MPS,,Lindau,Gustav
【空】,H. Lindb.,H.Lindb.,"Lindberg, Harald",Lindberg Harald,BS,,Lindberg,Harald
【空】,Lindblom,Lindblom,"Lindblom, Alexis Edvard (Eduard)",Lindblom Alexis Edvard (Eduard),BS,,Lindblom,Alexis Edvard (Eduard)
【空】,Linden,Linden,"Linden, Jean Jules",Linden Jean Jules,PS,,Linden,Jean Jules
【空】,Lindm.,Lindm.,"Lindman, Carl Axel Magnus",Lindman Carl Axel Magnus,PS,,Lindman,Carl Axel Magnus
【空】,Lingelsh.,Lingelsh.,"Lingelsheim, Alexander von",Lingelsheim Alexander von,MS,,Lingelsheim,Alexander von
【空】,Link,Link,"Link, Johann Heinrich Friedrich",Link Johann Heinrich Friedrich,ABMPS,,Link,Johann Heinrich Friedrich
【空】,Lipsch.,Lipsch.,"Lipschitz, Sergej Julievitch",Lipschitz Sergej Julievitch,S,,Lipschitz,Sergej Julievitch
【空】,Luerss.,Luerss.,"Luerssen, Christian",Luerssen Christian,APS,,Luerssen,Christian
【空】,Luferov,Luferov,"Luferov, A. N.",Luferov A. N.,S,,Luferov,A. N.
【空】,Lipsky,Lipsky,"Lipskij, Wladimir Hippolitowitsch",Lipskij Wladimir Hippolitowitsch,S,,Lipskij,Wladimir Hippolitowitsch
【空】,Little,Little,"Little, Elbert Luther",Little Elbert Luther,BS,,Little,Elbert Luther
【空】,Litv.,Litv.,"Litvinov, Dimitri Ivanovich",Litvinov Dimitri Ivanovich,MS,,Litvinov,Dimitri Ivanovich
【空】,Llanos,Llanos,"Llanos, Antonio",Llanos Antonio,S,,Llanos,Antonio
【空】,Lour.,Lour.,"Loureiro, Joao de",Loureiro Joao de,ABPS,,Loureiro,Joao de
【空】,Lodd.,Lodd.,"Loddiges, Conrad (L.)",Loddiges Conrad (L.),S,,Loddiges,Conrad (L.)
【空】,Loefl.,Loefl.,"Loefling, Pehr",Loefling Pehr,S,,Loefling,Pehr
【空】,Loes.,Loes.,"Loesener, Ludwig Eduard Theodor",Loesener Ludwig Eduard Theodor,S,,Loesener,Ludwig Eduard Theodor
【空】,J. M. Camus,J.M.Camus,"Camus, Josephine M.",Camus Josephine M.,P,,Camus,Josephine M.
【空】,J. R. Forst.,J.R.Forst.,"Forster, Johann Reinhold",Forster Johann Reinhold,S,,Forster,Johann Reinhold
【空】,J. W. Mast.,J.W.Mast.,"Masters, John William",Masters John William,S,,Masters,John William
【空】,J. W. Thomson,J.W.Thomson,"Thomson, John Walter",Thomson John Walter,M,,Thomson,John Walter
【空】,Mitford,Mitford,"Mitford, Algernon Bertram Freeman",Mitford Algernon Bertram Freeman,S,,Mitford,Algernon Bertram Freeman
【空】,Mitsuta,Mitsuta,"Mitsuta, Shigeyuki",Mitsuta Shigeyuki,S,,Mitsuta,Shigeyuki
【空】,Miyabe,Miyabe,"Miyabe, Kingo",Miyabe Kingo,AMPS,,Miyabe,Kingo
【空】,Miyam.,Miyam.,"Miyamoto, Futoshi",Miyamoto Futoshi,P,,Miyamoto,Futoshi
【空】,M. Mizush.,M.Mizush.,"Mizushima, Masami",Mizushima Masami,S,,Mizushima,Masami
【空】,Moc.,Moc.,"Moci?o, José Mariano",Moci?o José Mariano,PS,,Moci?o,José Mariano
【空】,Moeliono,Moeliono,,,,,,
【空】,Moench,Moench,"Moench, Conrad",Moench Conrad,BPS,,Moench,Conrad
【空】,Mohlenbr.,Mohlenbr.,"Mohlenbrock, Robert H.",Mohlenbrock Robert H.,APS,,Mohlenbrock,Robert H.
【空】,Moldenke,Moldenke,"Moldenke, Harold Norman",Moldenke Harold Norman,S,,Moldenke,Harold Norman
【空】,Molk.,Molk.,"Molkenboer, Julian(us) Hendrik",Molkenboer Julian(us) Hendrik,BMS,,Molkenboer,Julian(us) Hendrik
【空】,Molina,Molina,"Molina, Giovanni Ignazio (Juan Ignacio)",Molina Giovanni Ignazio (Juan Ignacio),PS,,Molina,Giovanni Ignazio (Juan Ignacio)
【空】,Momiy.,Momiy.,"Momiyama, Yasuichi",Momiyama Yasuichi,S,,Momiyama,Yasuichi
【空】,Momose,Momose,"Momose, Sizuo",Momose Sizuo,PS,,Momose,Sizuo
【空】,Monach.,Monach.,"Monachino, Joseph Vincent",Monachino Joseph Vincent,S,,Monachino,Joseph Vincent
【空】,Monnet,Monnet,"Monnet, Paul-Louis",Monnet Paul-Louis,S,,Monnet,Paul-Louis
【空】,Moon,Moon,"Moon, Alexander",Moon Alexander,S,,Moon,Alexander
【空】,S. Moore,S.Moore,"Moore, Spencer Le Marchant",Moore Spencer Le Marchant,S,,Moore,Spencer Le Marchant
【空】,Moq.,Moq.,"Moquin-Tandon, Christian Horace Bénédict Alfed",Moquin-Tandon Christian Horace Bénédict Alfed,S,,Moquin-Tandon,Christian Horace Bénédict Alfed
【空】,Mor.,Mor.,,,,,,
【空】,Moris,Moris,"Moris, Giuseppe Giacinto (Joseph Hyacinthe)",Moris Giuseppe Giacinto (Joseph Hyacinthe),ABS,,Moris,Giuseppe Giacinto (Joseph Hyacinthe)
【空】,Moritzi,Moritzi,"Moritz, Alexandre",Moritz Alexandre,BMPS,,Moritz,Alexandre
【空】,Morren,Morren,"Morren, Auguste",Morren Auguste,A,,Morren,Auguste
【空】,Mosyakin,Mosyakin,,,,,,
【空】,Mottet,Mottet,"Mottet, Séraphin Joseph",Mottet Séraphin Joseph,S,,Mottet,Séraphin Joseph
【空】,Moug.,Moug.,"Mougeot, Jean Baptiste",Mougeot Jean Baptiste,BMPS,,Mougeot,Jean Baptiste
【空】,Müll. Arg.,Müll.Arg.,"Müller, Johannes (Jean)",Müller Johannes (Jean),ABMPS,,Müller,Johannes (Jean)
【空】,Müll. Hal.,Müll.Hal.,"Müller, Johann Karl (Carl) August (Friedrich Wilhelm)",Müller Johann Karl (Carl) August (Friedrich Wilhelm),BMPS,,Müller,Johann Karl (Carl) August (Friedrich Wilhelm)
【空】,Müll. Stuttg.,Müll.Stuttg.,"Müller, Carl (Karl)",Müller Carl (Karl),MS,,Müller,Carl (Karl)
【空】,Münter,Münter,"Münter, Johann Andreas Heinrich August Julius",Münter Johann Andreas Heinrich August Julius,S,,Münter,Johann Andreas Heinrich August Julius
【空】,Kosterm.,Kosterm.,"Kostermans, André Joseph Guillaume Henri",Kostermans André Joseph Guillaume Henri,S,,Kostermans,André Joseph Guillaume Henri
【空】,Kostina,Kostina,"Kostina, Klaudia Fedorovna",Kostina Klaudia Fedorovna,S,,Kostina,Klaudia Fedorovna
【空】,Koutnik,Koutnik,"Koutnik, Daryl Lee",Koutnik Daryl Lee,S,,Koutnik,Daryl Lee
【空】,Kovalevsk.,Kovalevsk.,"Kovalevskaya, S. S.",Kovalevskaya S. S.,S,,Kovalevskaya,S. S.
【空】,Kovanda,Kovanda,"Kovanda, Miloslav",Kovanda Miloslav,S,,Kovanda,Miloslav
【空】,Kozlova,Kozlova,"Kozlova, T. M.",Kozlova T. M.,M,,Kozlova,T. M.
【空】,Krisa,Krisa,"Krisa, Bohdan",Krisa Bohdan,S,,Krisa,Bohdan
【空】,Kra?an,Kra?an,"Kra?an, Franz",Kra?an Franz,S,,Kra?an,Franz
【空】,Kraenzl.,Kraenzl.,"Kr?nzlin, Friedrich (Fritz) Wilhelm Ludwig",Kr?nzlin Friedrich (Fritz) Wilhelm Ludwig,S,,Kr?nzlin,Friedrich (Fritz) Wilhelm Ludwig
【空】,Krasch.,Krasch.,"Krascheninnikov, Ippolit (Hippolit) Mikhailovich",Krascheninnikov Ippolit (Hippolit) Mikhailovich,S,,Krascheninnikov,Ippolit (Hippolit) Mikhailovich
【空】,Krasn.,Krasn.,"Krasnov, Andrej Nikovaevich",Krasnov Andrej Nikovaevich,S,,Krasnov,Andrej Nikovaevich
【空】,Krasser,Krasser,"Krasser, Fridolin",Krasser Fridolin,FPS,,Krasser,Fridolin
【空】,Krassn.,Krassn.,,,,,,
【空】,Krause,Krause,"Krause, Johann Wilhelm",Krause Johann Wilhelm,S,,Krause,Johann Wilhelm
【空】,V. I. Krecz.,V.I.Krecz.,"Kreczetovicz, V. I.",Kreczetovicz V. I.,PS,,Kreczetovicz,V. I.
【空】,Krestovsk.,Krestovsk.,"Krestovskaja, Tatyana Valerievna",Krestovskaja Tatyana Valerievna,S,,Krestovskaja,Tatyana Valerievna
【空】,Kretschmer,Kretschmer,,,,,,
【空】,Kreyer,Kreyer,"Kreyer, Georgij Kalowic (Karlovic)",Kreyer Georgij Kalowic (Karlovic),MS,,Kreyer,Georgij Kalowic (Karlovic)
【空】,Krock.,Krock.,"Krocker, Anton Johann",Krocker Anton Johann,S,,Krocker,Anton Johann
【空】,Kronf.,Kronf.,"Kronfeld, Ernst Moriz (Mauriz)",Kronfeld Ernst Moriz (Mauriz),MS,,Kronfeld,Ernst Moriz (Mauriz)
【空】,Kryl.,Kryl.,,,,,,
【空】,Krylov,Krylov,"Krylov, Porphyry Nikitic",Krylov Porphyry Nikitic,S,,Krylov,Porphyry Nikitic
【空】,Kuntze,Kuntze,"Kuntze, Carl (Karl) Ernst (Eduard) Otto",Kuntze Carl (Karl) Ernst (Eduard) Otto,ABFMPS,,Kuntze,Carl (Karl) Ernst (Eduard) Otto
【空】,Kük.,Kük.,"Kükenthal, Georg",Kükenthal Georg,S,,Kükenthal,Georg
【空】,Kümmmerle,Kümmmerle,"Kümmmerle, Jen? Béla",Kümmmerle Jen? Béla,PS,,Kümmmerle,Jen? Béla
【空】,Kubitzki,Kubitzki,"Kubitzki, Klaus",Kubitzki Klaus,S,,Kubitzki,Klaus
【空】,Kud?,Kud?,"Kud?, Yüshun",Kud? Yüshun,PS,,Kud?,Yüshun
【空】,Kudr.,Kudr.,"Kudrjaschev, S. N.",Kudrjaschev S. N.,S,,Kudrjaschev,S. N.
【空】,Kuhn,Kuhn,"Kuhn, Friedrich Adalbert Maximilian ('Max')",Kuhn Friedrich Adalbert Maximilian ('Max'),MPS,,Kuhn,Friedrich Adalbert Maximilian ('Max')
【空】,J. Z. Wang,J.Z.Wang,"Wang, J. Z.",Wang J. Z.,P,,Wang,J. Z.
【空】,J. Z. Zhang,J.Z.Zhang,"Zhang, J. Z.",Zhang J. Z.,M,,Zhang,J. Z.
【空】,Jabl.,Jabl.,"Jablonski, Eugene",Jablonski Eugene,S,,Jablonski,Eugene
【空】,Jack,Jack,"Jack, William",Jack William,S,,Jack,William
【空】,B. D. Jacks.,B.D.Jacks.,"Jackson, Benjamin Daydon",Jackson Benjamin Daydon,S,,Jackson,Benjamin Daydon
【空】,Jackson,Jackson,,,,,,
【空】,H. Jacobsen,H.Jacobsen,"Jacobsen, Hermann Johannes Heinrich",Jacobsen Hermann Johannes Heinrich,AS,,Jacobsen,Hermann Johannes Heinrich
【空】,Jacot Guill.,JacotGuill.,"Jacot Guillamod, Amy Frances May Gordon",Jacot Guillamod Amy Frances May Gordon,MS,,Jacot Guillamod,Amy Frances May Gordon
【空】,Jacq.,Jacq.,"Jacquin, Nicolaus (Nicolaas) Joseph von",Jacquin Nicolaus (Nicolaas) Joseph von,ABMPS,,Jacquin,Nicolaus (Nicolaas) Joseph von
【空】,Jacquin,Jacquin,,,,,,
【空】,Janowski,Janowski,"Janowski, Margaretha",Janowski Margaretha,S,,Janowski,Margaretha
【空】,R. K. Jansen,R.K.Jansen,"Jansen, Robert K.",Jansen Robert K.,S,,Jansen,Robert K.
【空】,Jarm.,Jarm.,"Jarmolenko, A. V.",Jarmolenko A. V.,S,,Jarmolenko,A. V.
【空】,Jacquem.,Jacquem.,"Jacquemont, Venceslav Victor",Jacquemont Venceslav Victor,S,,Jacquemont,Venceslav Victor
【空】,Jacques,Jacques,"Jacques, Henri Antoine",Jacques Henri Antoine,S,,Jacques,Henri Antoine
【空】,Jafri,Jafri,"Jafri, Saivad Masudal (Sayid Masudul) Hasan",Jafri Saivad Masudal (Sayid Masudul) Hasan,S,,Jafri,Saivad Masudal (Sayid Masudul) Hasan
【空】,Jalas,Jalas,"Jalas, Arvo Jaakko Juhanni",Jalas Arvo Jaakko Juhanni,S,,Jalas,Arvo Jaakko Juhanni
【空】,Janch.,Janch.,"Janchen-Michel von Westland, Erwin Emil Alfred",Janchen-Michel von Westland Erwin Emil Alfred,APS,,Janchen-Michel von Westland,Erwin Emil Alfred
【空】,Jancz.,Jancz.,"Janczewski von Glinka, Eduard",Janczewski von Glinka Eduard,AMS,,Janczewski von Glinka,Eduard
【空】,Jaub.,Jaub.,"Jaubert, Hippolyte Francois",Jaubert Hippolyte Francois,PS,,Jaubert,Hippolyte Francois
【空】,C. W. Chiuan,C.W.Chiuan,,,,,,
【空】,C. W. Park,C.W.Park,"Park, C. W.",Park C. W.,S,,Park,C. W.
【空】,C. X. Xie,C.X.Xie,,,,,,
【空】,Campd.,Campd.,"Campderá, Francisco (Francois)",Campderá Francisco (Francois),S,,Campderá,Francisco (Francois)
【空】,Carrière,Carrière,"Carrière, élle Abel",Carrière élle Abel,PS,,Carrière,élle Abel
【空】,Carruth.,Carruth.,"Carruthers, William",Carruthers William,ABFMPS,,Carruthers,William
【空】,C. Y. Chien,C.Y.Chien,"Chien, Chiu Yuan",Chien Chiu Yuan,M,,Chien,Chiu Yuan
【空】,Cabrera,Cabrera,"Cabrera, Angel Lulio",Cabrera Angel Lulio,AS,,Cabrera,Angel Lulio
【空】,Calder,Calder,"Calder, James (Jim) Alexander",Calder James (Jim) Alexander,S,,Calder,James (Jim) Alexander
【空】,Callier,Callier,"Callier, Alfons S.",Callier Alfons S.,S,,Callier,Alfons S.
【空】,Cambess.,Cambess.,"Cambessédes, Jacques",Cambessédes Jacques,BS,,Cambessédes,Jacques
【空】,Camus,Camus,"Camus, Giulio",Camus Giulio,S,,Camus,Giulio
【空】,Cardot,Cardot,"Cardot, Jules",Cardot Jules,BS,,Cardot,Jules
【空】,Carey,Carey,"Carey, William",Carey William,S,,Carey,William
【空】,Casp.,Casp.,"Caspary, Johann Xaver Robert",Caspary Johann Xaver Robert,ABFMPS,,Caspary,Johann Xaver Robert
【空】,Cass.,Cass.,"Cassini, Alexandre Henri Gabriel de",Cassini Alexandre Henri Gabriel de,BS,,Cassini,Alexandre Henri Gabriel de
【空】,C. K. Schneid.,C.K.Schneid.,"Schneider, Camillo Karl",Schneider Camillo Karl,S,,Schneider,Camillo Karl
【空】,C. K. Spreng.,C.K.Spreng.,"Sprengel, Christian Konrad (Conrad)",Sprengel Christian Konrad (Conrad),S,,Sprengel,Christian Konrad (Conrad)
,C. L. Chang,C.L.Chang,,,,,,
,C. L. Chen,C.L.Chen,"Chen, Chao Lin",Chen Chao Lin,A,,Chen,Chao Lin
【空】,C. N. Page,C.N.Page,"Page, Christopher Nigel",Page Christopher Nigel,PS,,Page,Christopher Nigel
,C. Q. Xu,C.Q.Xu,"Xu, C. Q.",Xu C. Q.,S,,Xu,C. Q.
【空】,C. S. P. Parish,C.S.P.Parish,"Parish, Charles Samuel Pollock",Parish Charles Samuel Pollock,S,,Parish,Charles Samuel Pollock
,C. T. Chen,C.T.Chen,"Chen, K. T.",Chen K. T.,M,,Chen,K. T.
【空】,C. V. Morton,C.V.Morton,"Morton, Conrad Vernon",Morton Conrad Vernon,P,,Morton,Conrad Vernon
【空】,Eaton,Eaton,"Eaton, Amos",Eaton Amos,BMPS,,Eaton,Amos
【空】,Eberh.,Eberh.,"Eberhardt, Philippe Albert",Eberhardt Philippe Albert,B,,Eberhardt,Philippe Albert
【空】,Eberm.,Eberm.,"Ebermaier, Johann Erdwin Christopher",Ebermaier Johann Erdwin Christopher,S,,Ebermaier,Johann Erdwin Christopher
【空】,Eckl.,Eckl.,"Ecklon, Christian Friedrich (Frederik)",Ecklon Christian Friedrich (Frederik),S,,Ecklon,Christian Friedrich (Frederik)
【空】,Edgew.,Edgew.,"Edgeworth, Michael Pakenham",Edgeworth Michael Pakenham,PS,,Edgeworth,Michael Pakenham
【空】,Ehrenb.,Ehrenb.,"Ehrenberg, Christian Gottfried",Ehrenberg Christian Gottfried,AMS,,Ehrenberg,Christian Gottfried
【空】,Ehrh.,Ehrh.,"Ehrhart, Jakob Friedrich",Ehrhart Jakob Friedrich,BMPS,,Ehrhart,Jakob Friedrich
【空】,H. Eichler,H.Eichler,"Eichler, Hasj?rg",Eichler Hasj?rg,S,,Eichler,Hasj?rg
